Index,Sentence,Options,CorrectIndex,Label
6545,"After going through an extensive workload, Ally got very sick and will be doing nothing but rest during this weekend.","17,29,57,60",29,B
6546,"After going through an extensive workload, Ally got very sick and will be doing nothing but rest during this weekend.","30,193,123,177",30,A
6547,"After going through an extensive workload, Ally got very sick and will be doing nothing but rest during this weekend.","31,150,263,61",31,A
6548,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","42,23,69,230",23,B
6549,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","18,337,55,68",18,A
6550,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","86,19,128,312",19,B
6551,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","157,312,20,249",20,C
6552,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","276,187,312,21",21,D
6553,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","158,74,161,22",22,D
6554,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","80,280,24,310",24,C
6555,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","291,140,79,25",25,D
6556,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","82,26,72,74",26,B
6557,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","27,320,259,63",27,A
6558,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","153,64,29,171",29,C
6559,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","30,77,326,127",30,A
6560,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","130,290,109,31",31,D
6561,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"228,260,319,23",23,D
6562,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"18,202,46,160",18,A
6563,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"19,151,258,286",19,A
6564,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"246,20,174,263",20,B
6565,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"47,303,137,21",21,D
6566,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"323,203,228,22",22,D
6567,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"41,221,24,103",24,C
6568,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"318,25,73,204",25,B
6569,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"26,54,286,34",26,A
6570,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"108,302,27,13",27,C
6571,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"113,221,222,28",28,D
6572,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"37,45,50,30",30,D
6573,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"240,31,115,87",31,B
6574,After working two years for the company she was burned out.,"279,134,8,23",23,D
6575,After working two years for the company she was burned out.,"18,252,284,144",18,A
6576,After working two years for the company she was burned out.,"91,19,32,132",19,B
6577,After working two years for the company she was burned out.,"20,35,335,191",20,A
6578,After working two years for the company she was burned out.,"21,123,151,185",21,A
6579,After working two years for the company she was burned out.,"47,22,15,154",22,B
6580,After working two years for the company she was burned out.,"275,231,69,24",24,D
6581,After working two years for the company she was burned out.,"97,25,240,296",25,B
6582,After working two years for the company she was burned out.,"143,26,12,148",26,B
6583,After working two years for the company she was burned out.,"295,157,27,85",27,C
6584,After working two years for the company she was burned out.,"190,12,28,196",28,C
6585,After working two years for the company she was burned out.,"12,184,29,165",29,C
6586,After working two years for the company she was burned out.,"31,128,170,137",31,A
6587,He collapsed after he ran for the marathon.,"114,302,253,23",23,D
6588,He collapsed after he ran for the marathon.,"12,151,18,253",18,C
6589,He collapsed after he ran for the marathon.,"246,228,19,173",19,C
6590,He collapsed after he ran for the marathon.,"20,306,126,288",20,A
6591,He collapsed after he ran for the marathon.,"322,265,171,21",21,D
6592,He collapsed after he ran for the marathon.,"88,78,172,22",22,D
6593,He collapsed after he ran for the marathon.,"24,295,7,250",24,A
6594,He collapsed after he ran for the marathon.,"63,61,43,25",25,D
6595,He collapsed after he ran for the marathon.,"139,26,153,213",26,B
6596,He collapsed after he ran for the marathon.,"215,71,49,27",27,D
6597,He collapsed after he ran for the marathon.,"130,322,145,28",28,D
6598,He collapsed after he ran for the marathon.,"212,126,142,29",29,D
6599,He collapsed after he ran for the marathon.,"276,326,318,30",30,D
6600,My pet dog is down for the count after playing the whole day with the frisbee.,"126,18,290,325",18,B
6601,My pet dog is down for the count after playing the whole day with the frisbee.,"19,191,85,160",19,A
6602,My pet dog is down for the count after playing the whole day with the frisbee.,"20,145,261,256",20,A
6603,My pet dog is down for the count after playing the whole day with the frisbee.,"144,264,21,33",21,C
6604,My pet dog is down for the count after playing the whole day with the frisbee.,"309,325,281,22",22,D
6605,My pet dog is down for the count after playing the whole day with the frisbee.,"288,115,247,23",23,D
6606,My pet dog is down for the count after playing the whole day with the frisbee.,"25,46,320,217",25,A
6607,My pet dog is down for the count after playing the whole day with the frisbee.,"71,26,283,226",26,B
6608,My pet dog is down for the count after playing the whole day with the frisbee.,"165,27,66,249",27,B
6609,My pet dog is down for the count after playing the whole day with the frisbee.,"120,85,278,28",28,D
6610,My pet dog is down for the count after playing the whole day with the frisbee.,"239,29,74,76",29,B
6611,My pet dog is down for the count after playing the whole day with the frisbee.,"211,52,30,269",30,C
6612,My pet dog is down for the count after playing the whole day with the frisbee.,"137,125,318,31",31,D
6613,After letting off his rage he sat down like a lamb.,"294,150,24,57",24,C
6614,After letting off his rage he sat down like a lamb.,"318,53,19,224",19,C
6615,After letting off his rage he sat down like a lamb.,"118,99,272,20",20,D
6616,After letting off his rage he sat down like a lamb.,"192,308,181,21",21,D
6617,After letting off his rage he sat down like a lamb.,"48,54,22,141",22,C
6618,After letting off his rage he sat down like a lamb.,"309,155,23,242",23,C
6619,After letting off his rage he sat down like a lamb.,"265,276,25,210",25,C
6620,After letting off his rage he sat down like a lamb.,"77,33,288,26",26,D
6621,After letting off his rage he sat down like a lamb.,"257,27,52,308",27,B
6622,After letting off his rage he sat down like a lamb.,"1,229,28,252",28,C
6623,After letting off his rage he sat down like a lamb.,"29,155,111,52",29,A
6624,After letting off his rage he sat down like a lamb.,"30,230,152,91",30,A
6625,After letting off his rage he sat down like a lamb.,"306,172,31,171",31,C
6626,The weather finally became pleasant following the stormy week.,"303,24,289,79",24,B
6627,The weather finally became pleasant following the stormy week.,"18,13,152,72",18,A
6628,The weather finally became pleasant following the stormy week.,"2,235,20,138",20,C
6629,The weather finally became pleasant following the stormy week.,"21,191,291,219",21,A
6630,The weather finally became pleasant following the stormy week.,"333,49,244,22",22,D
6631,The weather finally became pleasant following the stormy week.,"72,290,11,23",23,D
6632,The weather finally became pleasant following the stormy week.,"221,25,3,295",25,B
6633,The weather finally became pleasant following the stormy week.,"317,278,159,26",26,D
6634,The weather finally became pleasant following the stormy week.,"275,139,303,27",27,D
6635,The weather finally became pleasant following the stormy week.,"55,339,220,28",28,D
6636,The weather finally became pleasant following the stormy week.,"29,259,34,239",29,A
